Personal profile,Review,Number of likes,Store name,Region
4 reviews,"The transaction was smooth and seamless!! Got my first pair of Jordans and I'm beyond happy!! The shipment was VERY quick!! Will most definitely be ordering from them again soon!! â?,More""",,Flight Club,New York
10 reviews,"The Flight Club! What's there not to say. the number one selling sneaker in the market. I go there to visit, buy and sell. those who don't know about the Flight Club you'll be surprised when you're looking for authentic sneaker you can't â?,More""",,Flight Club,New York
2 reviews,"Horrible customer service. The staff are unprofessional and ghetto at the New York store.
I asked a guy if they had my shoe size, and he replied â?thatâs a dubbâ?whatever that meant.",6,Flight Club,New York
Local Guide Â· 30 reviews,"***DONT EVER ORDER FROM FLIGHT CLUB!!!!!!!!*** Why is there a customer service number if no one picks up the phone EVER??????? Do you guys not care about your customers at all? All of these sneakers can be purchased on other websites, â?,More""",4,Flight Club,New York
"Local Guide Â· 760 reviews Â· 1,096 photos","Kiwi view: awesome variety of sneakers. But unless you want to do a few hundred USD to thousands, or more don't bother. A place for sneaker heads. Most expensive one I saw was for USD$100,000. Go to Fulton Mall area in Brooklyn if you are â?,More""",1,Flight Club,New York
Local Guide Â· 138 reviews Â· 555 photos,"Shopping at Flightclub isn't about the service as it is the experience. Seeing the most highly coveted shoes make up for the slow service. You will pick your shoe up off of the wall, take it over to a staff member, you will wait in th â?,More""",,Flight Club,New York
Local Guide Â· 77 reviews Â· 20 photos,"Pretty much the standard-bearer for sneaker heads looking for fresh kicks. Nike, Addidas, Puma, Reebok, and Jordans being the majority of there stock. There definitely are some cooler boutiques out there that have sometimes more niche â?,More""",,Flight Club,New York
4 reviews,"OVEREXPESIVE shoes, you could find the same exact shoes from footlocker for about $50-100 less, and even though they have ALOT more variety of shoes then ANY other shoes stores, they are still overpriced, and you could even find VANS FOR â?,More""",1,Flight Club,New York
"Local Guide Â· 177 reviews Â· 8,346 photos","Excellent selection prices are on the upside, biggest factor is the 20% comission fee sellers get charged. Overall, product moves very fast due to foot traffic.",1,Flight Club,New York
Local Guide Â· 44 reviews Â· 119 photos,Best kicks retailer!,,Flight Club,New York
7 reviews Â· 2 photos,FLIGHT CLUB is like heaven for sneaker heads. MORE THAN MOST PEOPLE WHO WROTE A REVIEW DONT KNOW JACK ABOUT SNEAKER. none of you guys aren't sneaker heads. Please don't say 150 is expensive because if it is then you wouldn't know much about sneakers. thank you  flight club is amazing,,Flight Club,New York
8 reviews,"Complete RIP off, they make their money by giving you a pair of shoes that are of lesser quality and if you dont like it and ask for another pair, you pay more than the original cost of the first ones you wanted to see. That's a great way to make money.",2,Flight Club,New York
2 reviews,"I would give them a negitive star if it was an option because we ordered our soon a pair of Jordans for Christmas and paid the extra $16 to guarantee the delivery before christmas and we still havent received them and ww have called non â?,More""",4,Flight Club,New York
6 reviews Â· 9 photos,"Terrible customer service! Ordered shoes back in February, never got tracking info or anything. They refuse to process a refund or email back. WASTE OF MONEY!",1,Flight Club,New York
Local Guide Â· 24 reviews Â· 19 photos,"This place is a scam I order sneakers in November
I never received my sneakers and never got a response back from them or their shipping company  im disappointed",2,Flight Club,New York
2 reviews,Horrible customer service!!!!! I gave it one star bc I had too.  I get there from the Bronx in a cab at 820pm and they are closed. I look up online and store closes at 9pm.  Thatâs false advertisement!!!! NEVER AGAIN ILL ORDER MY SNEAKERS FROM goat THANKS!,7,Flight Club,New York
"Local Guide Â· 433 reviews Â· 3,894 photos","Biggest selection of rare and unique Nike sneakers in the city. This is probably the biggest physical sneaker re-sale shop like this in the world so odds are you will be able to find what you are looking for. Huge selection of Jordan, â?,More""",,Flight Club,New York
17 reviews Â· 3 photos,If I could give zero stars I would. They sold me fake 11's and wont take them back even though I STILL have the flightclub tag. DO NOT BUY FROM THEM! 700$ for a fake pair of concords.,2,Flight Club,New York
2 reviews,"Been here twice, will never be back. Worst customer service ever. Staff is extremely rude and racist. Iâm very curious as to how they manage to ensure everyone on their payroll is a racist jerk. If youâre in search of a place to ruin all rest of your day look no further this is the place for you.",8,Flight Club,New York
7 reviews Â· 4 photos,The staff tends to determine the price of your submissions. 2 of my submissions have disappeared. Their lack of communication shows how bad their customer service really is.,4,Flight Club,New York
6 reviews,"Idk about the actual store but their online store sucks. Canât check out to order a pair of sneakers cause it keeps declining all credit cards (spoke to credit card companies no reason I should be declined). Trying to contact them is a joke â?,More""",2,Flight Club,New York
Local Guide Â· 42 reviews Â· 2 photos,"It's ok; cool sneakers. Just be prepared to spend your coins because it's expensive. Also, I dislike the fact that once you purchase it is final sale no returns or exchanges. That's no bueno for me.",,Flight Club,New York
21 reviews Â· 6 photos,"Great shoes, staff was helpful. Love this place.",,Flight Club,New York
Local Guide Â· 8 reviews Â· 25 photos,Great selection. Like an art gallery. Helpful staff,,Flight Club,New York
1 review,"I ordered 2 pairs of sneakers from the website they refused and cancelled my order twice saying it didnât pass the verification screening i called customer service no one could tell me why it wasnât passing the screening i spoke to ivory â?,More""",3,Flight Club,New York
11 reviews Â· 24 photos,Way overpriced but it was fun to visit,,Flight Club,New York
6 reviews,"One of the best sneakers shop in the world, BUT, the prices are too high!! 250 dollars for the Air tech Challenge Hot Lava, when you can find them a 60 dollars 2 miles away, at century 21!! â?,More""",1,Flight Club,New York
11 reviews,"Best spot to go if you a sneaker head, this is like Walt Disney World for Sneakers, some kickz are over prices but i get it, they very high when is come to costumer service and quality. ONE OF MY FAVORITE SPOTS IN THE CITY! A++",,Flight Club,New York
